Name,Date of Birth,Nationality,Role,Sex,Discipline 1,Discipline 2,Date of Infraction,Sanction,Ineligibility until,Period of Disqualification of results,Lifetime Ban?,Infraction Type,ADRV Rules,ADRV Notes,Description
Fabricio Romero,,Brazil,,,High jump,,2000,Public warning,,,,,,,
Analia Rosa,,Portugal,,,Long distance,,2015,2 years,,,,,Methylprednisolone,,
Danuta Rosani,,Poland,,,Discus throw,,1976,,,,,,Steroids,,
Ak Hafiy Tajuddin Rositi,,Brunei,,,Sprinting,,2013,2 years,,,,,Nandrolone,,
Duane Ross,,United States,,,Hurdling,,2001,2 years,,,,,"Possession, trafficking & attempted use",,
Joshua Ross,,Australia,,,Sprinting,,2013,1 year and 6 months,,,,,3 Whereabouts Failures within an 18-month period,,
Serene Ross,,United States,,,Javelin throw,,2005,2 years,,,,,Hydrochlorothiazide & Triamterene,,
Mark Rowe,,United States,,,Sprinting,,1989,2 years,,,,,Methyltestosterone,,
Yuliya Ruban,,Ukraine,,,Marathon,,2012,2 years,,,,,Biological passport,,
Andrey Rudnitskiy,,Russia,,,Sprinting,,2008,2 years,,,,,Carphedon & cannabis,,
Timothy Rusan,,United States,,,Triple jump,,2004,Public warning,,,,,Tetrahydrocannabinol & Salbutamol,,
Yuliya Rusanova,,Russia,,,Middle distance,,2011,2 years,,,,,Biological passportanomalies,,
Ronald Rutto,,Kenya,,M,Long distance,,23/04/2012,2 years,05/06/2014,,,,EPO,,
Andrey Ruzavin,,Russia,,,Race walking,,2011,2 years and 6 months,,,,,Biological passportanomalies,,
Yelena Ryabova,,Turkmenistan,,,Sprinting,,2013,2 years,,,,,Dehydrochloromethyltestosterone,,
Mariya Ryemyen,,Ukraine,,,Sprinting,,2014,2 years,,,,,Methandienone,,
Kseniya Ryzhova,,Russia,,,Sprinting,,2014,9 months,,,,,Trimetazidine,,
Natalya Sadova,,Russia,,,Discus throw,,2001,Public warning,,,,,Caffeine,,
Natalya Sadova,,Russia,,,Discus throw,,2006,2 years,,,,,Methandienone,,
Darya Safonova,,Russia,,,Sprinting,,2005,2 years,,,,,Pemoline,,
Jan Sagedal,,Norway,,,Shot put,,1987,2 years,,,,,Probenecid,,
Jan Sagedal,,Norway,,,Shot put,,1992,4 years,,,,,Methandienone,,
Tugce Sahutoglu,,Turkey,,,Hammer throw,,2013,2 years,,,,,Stanozolol,,
Ali Saidi-Sief,,Algeria,,,Long distance,,2001,2 years,,,,,Nandrolone,,
Jaysuma Saidy Ndure,,Norway,,,Sprinting,,2007,"Public warning, disqualification of results",,,,,Cannabis,,
Pinar Saka,,Turkey,,,Sprinting,,2010,3 years,,,,,Biological passport,,
Mounira Al-Saleh,,Syria,,,Sprinting,,2005,2 years,,,,,Stanozolol,,
Mounira Al-Saleh,,Syria,,,Sprinting,,2010,Life ban,,,,,Stanozolol,,
Jeremias Saloj,,Guatemala,,,Long-distance,,2013,2 years,,,,,EPO,,
Sergio Sanchez,,Spain,,,Long distance,,2013,2 years,,,,,EPO,,
Leevan Sands,,Bahamas,,,Triple jump,,2006,6 months,,,,,Levmetamfetamine,,
Fabiane dos Santos,,Brazil,,,Middle distance,,1995,4 years,,,,,Nandrolone,,
Fabiane dos Santos,,Brazil,,,Middle distance,,2001,Life ban,,,,,Testosterone,,
Leonardo Elisi rio dos Santos,,Brazil,,,Triple jump,,2009,2 years,,,,,Stanozolol,,
Vladimir Sasimovich,,Belarus,,,Javelin throw,,2004,2 years,,,,,Stanozolol,,
Lindsey Scherf,,United States,,,Long distance,,2007,1 year,,,,,Refusal to submit to doping control,,
Alex Schwazer,,Italy,,,Race walking,,2012,42 months,,,,,EPO,,
Alex Schwazer,,Italy,,,Race walking,,2012,3 months,,,,,Evading doping control,,
Alex Schwazer,,Italy,,,Race walking,,2016,8 years,,,,,Anabolic steroid,,
Dorian Scott,,Jamaica,,,Shot put,,2006,Public warning,,,,,Cannabis,,
Gregory Sedoc,,Netherlands,,,Hurdling,,2011,1 year,,,,,3 whereabouts failures,,
Hezekiel Sepeng,,South Africa,,,Middle distance,,2005,2 years,,,,,Norandrosterone,,
Mustapha Sdad,,Morocco,,,Hurdling,,2002,3 years,,,,,,,
Mohammed Shaween,,Saudi Arabia,,,Middle distance,,2011,3 years,,,,,Biological passport,,
Tony Sharpe,,Canada,,,Sprinting,,1980s,,,,,,Self admittance of steroid use (Dubin inquiry),,
Anzhelika Shevchenko,,Ukraine,,,Middle distance,,2011,2 years,,,,,Biological passport,,
Dmitriy Shevchenko,,Russia,,,Discus throw,,1995,4 years,,,,,Metandienonemetabolite,,
Olga Shishigina,,Kazakhstan,,,Hurdling,,1996,2 years (Reduced from 4 years),,,,,Stanozolol,,
Olga Shchukina,,Uzbekistan,,,Shot put,,2004,2 years,,,,,Clenbuterol,,
Oleksiy Shelest,,Ukraine,,,Race walking,,2009,2 years,,,,,Carphedon,,
Natalya Shekhodanova,,Russia,,F,Hurdling,,1996,2 years,,,,,Stanozolol,,
Natalya Shekhodanova,,Russia,,F,Hurdling,,22/02/2004,Life ban,,,,,Stanozolol,,
Svitlana Shmidt,,Ukraine,,,Middle distance,,2012,4 years,,,,,Biological passport,,
Liliya Shobukhova,,Russia,,,Marathon,,2009,2 years and 7 months (Reduced from 3 years and 2 months),,,,,Biological passport,,
Marina Shmonina,,Russia,,,Sprinting,,1993,4 years,,,,,Stanozolol,,
Sadaf Siddiqui,,Pakistan,,,Sprinting,,2010,2 years,,,,,,,
Ileana Silai,,Romania,,,Middle distance,,1979,8 months,,,,,Anabolic steroids,,
Zdenka Silhava,,Czechoslovakia,,,Discus throw,,1985,18 months(Reduced from life ban),,,,,Anabolic Steroids,,
Fernando Silva,,Portugal,,,Long distance,,2006,2 years,,,,,EPO,,
Fernando Silva,,Portugal,,,Long distance,,2013,8 years,,,,,Biological passport,,
Lucimara da Silva,,Brazil,,,Heptathlon,,2009,2 years,,,,,EPO,,
Simone Alves da Silva,,Brazil,,,Long-distance track running,,2010,3 months,,,,,Oxilofrine,,
Simone Alves da Silva,,Brazil,,,Long-distance track running,,2011,5 years,,,,,EPO,,
Bostjan Simunic,,Slovenia,,,Triple jump,,2006,2 years,,,,,Drostanolone,,
Sherone Simpson,,Jamaica,,,Sprinting,,2013,6 months,,,,,Oxilofrine,,
Neelam Jaswant Singh,,India,,,Discus throw,,2005,2 years,,,,,Pemoline,,
George Skafidas,,Greece,,,Coach,,,Life ban,,,,,"Tampering, possession of a prohibited substance, trafficking and administration of a prohibited substance",,
German Skurygin,,Russia,,,Race walking,,1999,2 years,,,,,Human chorionic gonadotrophin,,
Ilona Slupianek,,East Germany,,,Shot put,,1977,1 year,,,,,Nandrolone,,
Irina Slyusar,,Soviet Union,,,Sprinting,,1991,3 months,,,,,Strychnine,,
Traves Smikle,,Jamaica,,,Discus Throw,,2013,2 years,,,,,Hydrochlorothiazide,,
Yelena Soboleva,,Russia,,,Middle distance,,2007,33 months,,,,,Fraudulent substitution of urine,,
Carolin Soboll,,Germany,,,Javelin throw,,2000,2 years,,,,,Nandrolone,,
Michael Sokolowski,,Canada,,,Sprinting,,1980s,,,,,,Self admittance of steroid use (Dubin inquiry),,
Vasiliy Sokov,,Russia,,,Triple jump,,1995,3 months,,,,,Ephedrine,,
Natallia Solohub,,Belarus,,,Sprinting,,2001,2 years,,,,,Norandrosterone,,
Song Hongjuan,,China,,,Race walking,,2008,4 years,,,,,EPO,,
Song Liqing,,China,,,Long distance,,2001,2 years,,,,,,,
Anastasiya Soprunova,,Kazakhstan,,,Hurdling,,2016,4 years,,,,,Stanozolol,,
Dmitriy Sorokin,,Russia,,M,Triple jump,,18/05/2011,2 years,26/05/2013,,,,Carphedon,,
Javier Sotomayor,,Cuba,,,High jump,,1999,1 year (Reduced from 2 years),,,,,Cocaine,,
Javier Sotomayor,,Cuba,,,High jump,,2001,,,,,,Nandrolon,,
Joao Gabriel Sousa,,Brazil,,,Pole vault,,2009,2 years,,,,,"Exemestane,boldenone",,
Wallace Spearmon,,United States,,,Sprinting,,2014,3 months,,,,,Methylprednisolone,,
Lansford Spence,,Jamaica,,,Sprinting,,2009,3 months,,,,,Methylhexanamine,,
Tania Spindler,,Brazil,,,Race walking,,2012,Public reprimand,,,,,Isometheptene,,
Gundega Sproge,,Latvia,,,Triple jump,,1999,2 years,,,,,Anabolic steroid,,
Vania Stambolova,,Bulgaria,,,Hurdling,,2007,2 years,,,,,Testosterone,,
Michalis Stamatogiannis,,Greece,,,Shot put,,2014,2 years,,,,,Stanozolol,,
Claudia Stef,,Romania,,,Race walking,,2000,2 years,,,,,Nandrolone,,
(Claudia Iovan),,Romania,,,Race walking,,2000,2 years,,,,,Nandrolone,,
Ato Stephens,,Trinidad and Tobago,,,Sprinting,,2009,2 years,,,,,"Oxandrolone, Stanozololand Tamoxifen",,
Ray (Raymond) Stewart,,Jamaica/USA,,M,Coach,,2010,Life ban,,,,,Trafficking and administering of prohibited substances,,
Elena Stoyanova,,Bulgaria,,,Shot put,,1978,18 months,,,,,Anabolic steroids,,
Mike Stulce,,United States,,,Shot put,,1990,2 years,,,,,Testosterone,,
Mike Stulce,,United States,,,Shot put,,1993,Life ban,,,,,Mestanolone,,
Sui Xinmei,,China,,,Shot put,,1991,2 years,,,,,Steroids,,
Sun Yingjie,,China,,,Long distance,,2005,2 years,,,,,Androsterone,,
Lars Sundin,,Sweden,,,Discus throw,,1987,18 months,,,,,Testosterone,,
Goran Svensson,,Sweden,,,Discus throw,,1987,18 months,,,,,Testosterone,,
Art Swarts,,United States,,,Discus throw,,1986,banned,,,,,Testosterone,,
Luketz Swartbooi,,Namibia,,,Long distance,,2005,Public warning,,,,,Prednisolone & prednisone,,
Olesya Syreva,,Russia,,,Middle distance,,2011,2 years,,,,,Biological passport,,
Olesya Syreva,,Russia,,,Middle distance,,2015,8 years,,,,,Metenolone,,
Attila Szabo,,Hungary,,,Decathlon,,2013,1 year,,,,,3 whereabouts failures,,
Gina Coello Tache,,Honduras,,,Marathon,,2001,2 years,,,,,Nandrolone,,
Gregg Tafralis,,United States,,,Shot put,,1995,2 years (Reduced from 4 years),,,,,Methandienone,,
Gregg Tafralis,,United States,,,Shot put,,1999,Life ban,,,,,,,
Teddy Tamgho,,France,,,Triple jump,,2014,1 year,,,,,3 whereabouts failures,,
William Tanui,,Kenya,,,Middle distance,,1993,,,,,,Ephedrine,,
Yoel Tapia,,Dominican Republic,,M,Sprinting,,29/03/2012,6 months,28/02/2013,,,,Methylhexaneamine,,
Kory Tarpenning,,United States,,,Pole vault,,1997,2 years,,,,,Anabolic steroids,,
Angella Taylor-Issajenko,,Canada,,,Sprinting,,1979?1988,Loss of national and world records,,,,,"Self admittance of steroid use (Dubin inquiry): metandienone,oxandrolone,metenolone enanthate,nandrolone,human growth hormone,L-dopa,testosterone,Inosine,Furazabol",,
Gladys Tejeda,,Peru,,,Long distance,,2015,6 months,,,,,Furosemide,,
Lucimar Teodoro,,Brazil,,,Hurdling,,2009,2 years,,,,,Fenproporex,,
Olga Tereshkova,,Kazakhstan,,F,400 metres,,08/07/2011,2 years,,,,,Testosterone,,
Olga Tereshkova,,Kazakhstan,,F,400 metres,,2014,Life ban,,,,,Methyltestosterone,,
Ana Mirela Termure,,Romania,,,Javelin throw,,2001,2 years,,,,,Norandrosterone,,
Ekaterini Thanou,,Greece,,,Sprinting,,2004,2 years,,,,,Missed tests,,
James Kibocha Theuri,,France,,,Long distance,,2014,1 year,,,,,Whereabouts failures,,
Cheryl Thibedeau,,Canada,,,Sprinting,,1987,2 years,,,,,Self admittance of steroid use (Dubin inquiry),,
Cheryl Thibedeau,,Canada,,,Sprinting,,1992,Life ban,,,,,,,
Tsholofelo Thipe,,South Africa,,,Sprinting,,2012,2 years,,,,,Norandrosterone & testosterone,,
Eric Thomas,,United States,,,Hurdling,,2003,Disqualification and public warning,,,,,Modafinil,,
Susen Tiedtke,,Germany,,,Long jump,,1995,2 years,,,,,Turinabol,,
Khalid Tighazouine,,Morocco,,,Middle distance,,2004,2 years,,,,,Nandrolone,,
Ville Tiisanoja,,Finland,,,Shot put,,2006,2 years,,,,,Testosterone,,
Irina Timofeyeva,,Russia,,,Marathon,,2009,2 years,,,,,Bilogical passport,,
Josiane Tito,,Brazil,,,Sprinting/Middle distance,,2009,2 years,,,,,EPO,,
Mamorallo Tjoka,,Lesotho,,,Long distance,,2014,2 years,,,,,"Norandrosterone, Clenbuterol, Methylhexaneamine, EphedrineandPrednisolone",,
Nadiya Tkachenko,,Soviet Union,,,Pentathlon,,1978,18 months,,,,,Anabolic steroids,,
Nataliya Tobias,,Ukraine,,F,Middle distance,,23/08/2011,2 years,10/06/2014,,,,Testosterone,,
Ambesse Tolosa,,Ethiopia,,,Long distance,,2008,2 years,,,,,Morphine,,
Tatyana Tomashova,,Russia,,,Middle distance,,2007,33 months,,,,,Fraudulent substitution of urine,,
Dragutin Topic,,Serbia and Montenegro,,,High jump,,2001,2 years,,,,,Nandrolone,,
Kevin Toth,,United States,,,Shot put,,2003,2 years,,,,,THG,,
Laila Traby,,France,,,Long distance,,2014,3 years,,,,,EPOand refusal,,
Silvana Trampuz,,Australia,,,Long distance,,2001,2 years,,,,,Nandrolone,,
Marina Trandenkova,,Russia,,,Sprinting,,1996,Reprimand,,,,,Bromantane,,
Alex Trembach,,Israel,,,Sprinting,,2008,2 years,,,,,Norandrosterone,,
Ivan Tsikhan,,Belarus,,,Hammer throw,,2004(Sample retested 2012),2 years,,,,,Methandienone,,
Maria Tsirba,,Greece,,,Middle distance,,2003,2 years,,,,,EPO & Ephedrine,,
Athanasia Tsoumeleka,,Greece,,,Race walking,,2008,2 years,,,,,CERA,,
Lyubov Tsyoma,,Russia,,,Middle distance,,1997,2 years,,,,,Stanozolol,,
(Lyubov Kiryukhina-Tsyoma),,Russia,,,Middle distance,,1997,2 years,,,,,Stanozolol,,
Markku Tuokko,,Finland,,,Shot put/,,1977,1 year,,,,,Anabolic steroid,,
Markku Tuokko,,Finland,,,Discus throw,,,,,,,,Anabolic steroid,,
Erik Tysse,,Norway,,,Race walking,,2010,2 years,,,,,CERA,,
Romas Ubartas,,Lithuania,,,Discus throw,,1993,4 years,,,,,Boldenone,,
Romas Ubartas,,Lithuania,,,Discus throw,,2002,,,,,,Boldenone,,
Giampaolo Urlando,,Italy,,,Hammer throw,,1984,,,,,,Testosterone,,
Sergiu Ursu,,Romania,,,Discus throw,,2004,2 years,,,,,Nandrolone,,
Sergiu Ursu,,Romania,,,Discus throw,,2013,2 years,,,,,Norandrosterone,,
Binnaz Uslu,,Turkey,,,Running,,2007,2 years,,,,,Testosterone,,
Binnaz Uslu,,Turkey,,,Running,,2011(sample re-analysed 2013),Life ban,,,,,Stanozolol,,
Roman Usov,,Russia,,,Steeplechase,,2008,2 years,,,,,Carphedon,,
Jaanus Uudmae,,Estonia,,,Triple/long jump,,2007,Public warning,,,,,Sibutramine,,
Martti Vainio,,Finland,,,Long distance,,1984,18 months,,,,,Positive test:Metenolone,,
Martti Vainio,,Finland,,,Long distance,,1983?1984,(Reduced from life ban),,,,,"Self admittance: Blood transfusions,Testosterone",,
Euclides Varela,,Cape Verde,,,Long distance,,2012,18 months,,,,,3 whereabouts failures,,
Roland Varga,,Hungary,,,Discus throw,,2006,2 years,,,,,Boldenone,,
Andrei Varantsou,,Belarus,,,Hammer throw,,2005 (Sample retested 2012),4 years,,,,,Clomiphene & Oxandrolone,,
Andrei Varantsou,,Belarus,,,Hammer throw,,Jan-13,Life ban,,,,,Oral Turinabol,,
Andrei Varantsou,,Belarus,,,Hammer throw,,Oct-13,,,,,,Oral Turinabol,,
Sebastian Varga,,Romania,,,,,2006,2 years,,,,,Stanozolol,,
Sebastian Varga,,Romania,,,,,2009,8 years,,,,,Metabolites ofmetandienone,,
Aleksandr Vashchilo,,Belarus,,,Hammer throw,,2005,Public warning,,,,,Cannabis,,
Cristina Vasiloiu,,Romania,,,Middle distance,,2008,,,,,,EPO,,
Nikolai Vedehin,,Estonia,,,Middle distance,,2015,4 years,,,,,Trimetazidine,,
Velko Velev,,Bulgaria,,,Hammer throw,,1975,,,,,,Anabolic steroids,,
Michael Velter,,Belgium,,,Triple jump,,2006,3 months,,,,,Cannabis,,
Michael Velter,,Belgium,,,Triple jump,,2011,21 months,,,,,Cannabis,,
Venelina Veneva,,Bulgaria,,,High jump,,2007,2 years,,,,,Testosterone,,
Oksana Verner,,Kazakhstan,,,Middle distance,,2010,2 years,,,,,Stanozolol,,
Anna Verouli,,Greece,,,Javelin throw,,1984,,,,,,Nandrolone,,
Ioan Vieru,,Romania,,,Sprinting,,2004,2 years,,,,,Stanozolol,,
Saurav Vij,,India,,,Shot put,,2010,2 years,,,,,Methylhexaneamine,,
Igor Vinichenko,,Russia,,,Hammer throw,,2013,2 years,,,,,Dehydrochloromethyltestosterone,,
Roman Virastyuk,,Ukraine,,,Shot put,,1991,,,,,,,,
Innis Viviers,,South Africa,,,Sprinting,,2003,2 years,,,,,Stanozolol,,
Innis Viviers,,South Africa,,M,Sprinting,,11/02/2005,Life ban,,,,,Stanozolol,,
Aleksey Voyevodin,,Russia,,,Race walking,,2008,2 years,,,,,EPO,,
Nadezhda Vorobieva,,Russia,,,Middle distance,,2004,2 years,,,,,Pemoline,,
Letitia Vriesde,,Suriname,,,Middle distance,,2003,Public warning,,,,,Caffeine,,
Yevhen Vynohradov,,Ukraine,,,Hammer throw,,2009,2 years,,,,,Nandrolone,,
Larry Wade,,United States,,,Hurdling,,2004,2 years,,,,,19-Norandrosterone,,
Alwin Wagner,,West Germany,,,Discus throw,,1977?1987,?,,,,,Self admittance:Steroids,,
Erick Walder,,United States,,,Long jump,,2004,2 years,,,,,Amphetamine & Methamphetamine,,
Aleksander Walerianczyk,,Poland,,,High jump,,2003,Public warning,,,,,Caffeine,,
Douglas Walker,,Great Britain/Scotland,,,Sprinting,,1998,2 years,,,,,Nandrolone,,
Delisa Walton-Floyd,,United States,,,Middle distance,,1991,4 years,,,,,Amphetamine,,
Wang Jiali,,China,,,Marathon,,2012,2 years,,,,,Biological passport,,
Wang Jing,,China,,,Sprining,,2009,4 years,,,,,Epitestosterone,,
Wang Lina,,China,,,Long jump,,2005,2 years,,,,,Norandrosterone,,
Wang Shizhu,,China,,,Hammer throw,,2013,Public reprimand,,,,,,,
Gareth Warburton,,United Kingdom,,,Middle distance,,2014,6 months,,,,,"17?-methyl-5 ?-androstane-3?,17?-diol",,
Solomon Wariso,,Great Britain/England,,,Sprinting,,1994,3 months,,,,,Ephedrine,,
Wei Yanan,,China,,,Long distance,,2002,2 years,,,,,,,
Renward Wells,,Bahamas,,,Sprinting,,2002,2 years,,,,,,,
Joan Wenzel,,Canada,,,Middle distance,,1975,,,,,,Ephedrine,,
Kelli White,,United States,,,Sprinting,,2003,2 years,,,,,Positive test:Modafinil,,
Kelli White,,United States,,,Sprinting,,2000?2003,,,,,,BALCO scandal/Admission: THG & EPO,,
Janine Whitlock,,Great Britain,,,Pole vault,,2002,2 years,,,,,Methandienone,,
Bobby-Gaye Wilkins,,Jamaica,,,Sprinting,,2010,2 years,,,,,Andarine(SARMs),,
Bernard Williams,,United States,,,Sprinting,,2004,Public warning,,,,,Cannabis,,
Christopher Williams,,Jamaica,,,Sprinting,,2009,2 years,,,,,Amphetamineandlevmetamphetamine,,
Desai Williams,,Canada,,,Sprinting,,1980s,,,,,,Self admittance of steroid use (Dubin inquiry),,
Diane Williams,,United States,,,Sprinting,,,?,,,,,Self admittance:Anabolic steroids,,
Ivory Williams,,United States,,,Sprinting,,2010,3 months,,,,,Cannabis,,
Rhys Williams,,United Kingdom,,,Hurdling,,2014,4 months,,,,,"17?-hydroxyestra-4,9-diene-3-one",,
Tameka Williams,,Saint Kitts and Nevis,,,Sprinting,,2012,3 years,,,,,Possession and use or attempted use of prohibited substance or method,,
Solange Witteveen,,Argentina,,,High jump,,2001,2 years,,,,,Pemoline,,
Anna Wlodarczyk,,Poland,,,Long jump,,1982,,,,,,,,
Xiong Qiying,,China,,,Long jump,,1997,,,,,,,,
Mariya Yakovenko,,Russia,,,Javelin throw,,2013,2 years,,,,,Dehydrochloromethyltestosterone,,
Nevin Yanit,,Turkey,,,Hurdling,,2013,3 years,,,,,"Stanozolol, Testosterone & Biological passport",,
Oksana Yarygina,,Russia,,,Javelin throw,,2005,2 years,,,,,Metandienone (Dianabol),,
Iryna Yatchenko,,Belarus,,,Discus throw,,2004,2 years,,,,,Methandienone,,
Iryna Yatchenko,,Belarus,,,Discus throw,,(Sample retested in 2012),,,,,,,,
Antonina Yefremova,,Ukraine,,F,Sprinting,,23/08/2011,2 years,10/06/2014,,,,Testosterone,,
Olga Yegorova,,Russia,,,Distance,,2007,33 months,,,,,Tampering: Fraudulent substitution of urine,,
Igor Yerokhin,,Russia,,,Race walking,,2008,2 years,,,,,EPO,,
Igor Yerokhin,,Russia,,,Race walking,,2013,Life ban,,,,,Biological passport,,
Vasiliy Yershov,,Soviet Union,,,Javelin throw,,1978,18 months,,,,,Anabolic steroids,,
Elif Yildirim,,Turkey,,,Sprinting,,2013,2 years,,,,,Dehydrochloromethyltestosterone,,
Yin Anna,,China,,,Steeplechase,,2014,2 years,,,,,EPO,,
Daniela Yordanova,,Bulgaria,,,Middle distance,,2008,2 years,,,,,Testosterone,,
Lyudmyla Yosypenko,,Ukraine,,,Heptathlon,,2011,4 years,,,,,Biological passport,,
Jerome Young,,United States,,M,Sprinting,,1999,Life ban(2nd ADRV),,,,,Nandrolon,,
Jerome Young,,United States,,M,Sprinting,,23/07/2004,LIFE BAN,,,,,EPO,,
Nailiya Yulamanova,,Russia,,F,Marathon,,20/08/2009,2 years,09/02/2014,,,,Biological passport,,
Irina Yumanova,,Russia,,,Race walking,,2014,2 years,,,,,SARMs,,
Andriy Yurin,,Ukraine,,,Race walking,,2008,1 year,,,,,3 whereabouts failures,,
Fatima Yvelain,,France,,,Long distance,,2012,2 years,,,,,EPO,,
Aziz Zakari,,Ghana,,,Sprinting,,2006,2 years,,,,,Stanozolol,,
Joyce Zakari,,Kenya,,,Sprinting,,2015,4 years,,,,,Furosemide,,
Joy Nakhumicha Sakari,,Kenya,,,Sprinting,,2015,4 years,,,,,Furosemide,,
Mahdi Zamani,,Iran,,M,400 m,,17/06/2011,2 years,16/06/2013,,,,Methandienone,,
Carmen Zamfir-Gilhase,,Romania,,,Hurdling,,2004,2 years,,,,,Stanozolol,,
Ruddy Zang Milama,,Gabon,,,Sprinting,,2014,7 months,,,,,,,
Yuliya Zaripova,,Russia,,,Steeplechase,,2011,2 years and 6 months,,,,,Biological passportabnormalities,,
Oksana Zelinskaya,,Kazakhstan,,,Triple jump,,1997,Public warning and disqualification,,,,,Ephedrine,,
Olha Zemlyak,,Ukraine,,,Sprinting,,2009,2 years,,,,,Norandrosterone,,
Zhang Qi,,China,,,Shot put,,2008,4 years,,,,,Anabolic agent,,
Zhou Tianhua,,China,,,Shot put,,1993,,,,,,,,
Zhou Wei,,China,,,Sprinting,,2000,2 years,,,,,,,
Zohar Zimro,,Israel,,,Marathon,,2012,Public reprimand,,,,,,,
Yevgeniya Zinurova,,Russia,,F,Middle distance,,2010,2 years,12/09/2013,,,,Biological passportabnormalities,,
Khalid Zoubaa,,France,,,Long distance,,2007,3 years,,,,,EPO,,
Ellina Zvereva,,Belarus,,,Discus throw,,1992,,,,,,Steroids,,
 Gaetano CIVIELLO,,ITA,,M,,,Case ongoing since 2007,12 years ineligibility,19 04 2022,,,,"Use, possession & trafficking of prohibited, substances
IAAF Rules 32.2 (b) , 32.2(f) & 32.2 (g)",,
 Alemayehu BEZABEH,,ESP,,M,,,,2 years ineligibility,Ending 30.3.13,,,,"AAF – Use of a prohibited method IAAF Rule32.2 (b)
",,
 Marisda DARDHA,,ALB,,F,,,25/01/2012,2 years ineligibility,24 05 2014,,,,AAF - Clenbuterol,,
 Hayet FERAHTIA,,Algeria,,M,,,26/05/2012,2 years ineligibility,22 06 2014,,,,AAF – Testosterone,,
 Reda MEGDOUD,,Algeria,,M,,,16/05/2012,3 years ineligibility,5 06 2015,,,,AAF – Metenolone & Stanozolol,,
 Maria Raquel MARAVIGLIA,,Argentina,,F,,,17/12/2011,2 years ineligibility,13 03 2014,,,,AAF – EPO,,
 Yann BRUYLANDTS,,Belgium,,M,,,28/04/2012,3 months ineligibility,27.11.12,,,,AAF – Cannabis,,
 Joachim DE NAEYER,,Belgium,,M,,,27/02/2011,2 years ineligibility,28 03 2013,,,,AAF – EPO,,
 Nikita DOROFEEV,,Belarus,,M,,,26/01/2011,2 years ineligibility,25 01 2013,,,,AAF – Methandienone,,
  Yevgenia LYUBCHENKO,,Belarus,,F,,,17/11/2011,2 years ineligibility,12 12 2013,,,,AAF – Mesterolone/Nandrolone,,
 Leonid MEZHANAU,,Belarus,,M,,,26/04/2011,2 years ineligibility,17 05 2013,,,,AAF – Methandienone & Furosemide,,
 MOREIRA Juliana DA SILVA,,Brazil,,F,,,20/05/2012,2 years ineligibility,19 05 2014,,,,AAF – Methandienone,,
Daniel LOPEZ FERREIRA,,Brazil,,M,,,09/08/2009,Lifetime ineligibility,Life ban,,,,AAF – Phentermine,,
 Marcelo MOREIRA,,Brazil,,M,,,18/04/2009,Life ban,Life ban,,,,AAF-  Mephentermine,,
 Elaine de Paula VIEIRA,,Brazil,,F,,,08/01/2012,2 years ineligibility,16 01 2014,,,,AAF – Methylhexaneamine,,
 Andrian ANDREEV,,Bulgaria,,M,,,27/02/2008,Life ban (2nd ADRV),Life ban,,,,AAF – Metenolone,,
 Katia HRISTOVA,,Bulgaria,,F,,,13/02/2011,2 years ineligibility,13 06 2013,,,,AAF – Metenolone,,
 Donika KATHOLIKOVA,,Bulgaria,,F,,,20/02/2011,2 years ineligibility,27 06 2013,,,,AAF – Metenolone,,
